project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_usd,actual_cost_usd,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P1710,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2025-02-15,2025-06-15,2025-06-15,Completed,Medium,7,2,5,150800.0,150800.0,0.0,0.0,4.4,Too Recent,Direct Outreach
P1700,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Political Risk Management,2025-02-15,2025-04-15,2025-04-15,Completed,Low,3,1,2,25000.0,25000.0,0.0,0.0,4.6,Too Recent,Referral
P1015,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Political Risk Management,2025-02-15,2025-04-15,2025-04-19,Completed,Low,3,1,2,35000.0,36700.0,4.0,0.048,4.0,Too Recent,Repeat Client
P0193,C-A-Client-06,A-Client-06,Agriculture,Data Visualization & Analytics,2025-02-16,2025-06-16,2025-06-28,Completed,Medium,7,3,4,114100.0,122500.0,12.0,0.074,4.2,Too Recent,Repeat Client
P0802,C-E-Client-02,E-Client-02,Energy,Digital Transformation,2025-02-16,2025-05-16,2025-05-19,Completed,Low,3,1,2,43000.0,44500.0,3.0,0.035,4.2,Too Recent,Competitive Tender
P1197,C-PS-Client-03,PS-Client-03,Public Sector,Stakeholder Engagement,2025-02-17,2025-07-17,2025-07-20,Completed,Medium,8,3,5,195100.0,199600.0,3.0,0.023,4.1,Too Recent,Repeat Client
P1016,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2025-02-18,2025-06-18,2025-06-20,Completed,High,9,4,5,294600.0,300500.0,2.0,0.02,4.8,Too Recent,Referral
P1701,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Stakeholder Engagement,2025-02-18,2025-08-18,2025-08-20,Completed,High,8,3,5,331400.0,334700.0,2.0,0.01,4.5,Too Recent,Repeat Client
P0803,C-E-Client-06,E-Client-06,Energy,Political Risk Management,2025-02-18,2025-04-18,2025-04-20,Completed,Low,2,1,1,19200.0,19800.0,2.0,0.033,4.1,Too Recent,Competitive Tender
P0487,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Stakeholder Engagement,2025-02-19,2025-11-19,2025-11-23,Completed,High,10,5,5,591800.0,599500.0,4.0,0.013,4.4,Too Recent,Repeat Client
P0188,C-A-Client-06,A-Client-06,Agriculture,Stakeholder Engagement,2025-02-20,2025-03-20,2025-03-20,Completed,Low,3,1,2,10100.0,10100.0,0.0,0.0,4.4,Too Recent,Referral
P0483,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2025-02-21,2025-10-21,2025-12-17,Completed,High,15,6,9,825400.0,959100.0,57.0,0.162,3.9,Too Recent,Competitive Tender
P0799,C-E-Client-02,E-Client-02,Energy,Strategic Planning,2025-02-21,2025-07-21,2025-07-24,Completed,Medium,5,2,3,159000.0,162800.0,3.0,0.024,3.4,Too Recent,Referral
P1715,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-02-21,2025-11-21,2025-11-23,Completed,High,9,4,5,623700.0,629300.0,2.0,0.009,4.5,Too Recent,Repeat Client
P1358,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Political Risk Management,2025-02-22,2025-03-22,2025-03-25,Completed,Low,2,1,1,5400.0,5800.0,3.0,0.078,3.1,Too Recent,Referral
P1360,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Strategic Planning,2025-02-22,2025-04-22,2025-06-26,Completed,Medium,6,3,3,40100.0,63300.0,65.0,0.578,2.1,Too Recent,Referral
P1705,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Stakeholder Engagement,2025-02-22,2025-04-22,2025-04-22,Completed,Medium,5,1,4,50700.0,50700.0,0.0,0.0,4.7,Too Recent,Repeat Client
P0194,C-A-Client-06,A-Client-06,Agriculture,Political Risk Management,2025-02-22,2025-06-22,2025-06-23,Completed,High,9,4,5,195600.0,197600.0,1.0,0.01,3.9,Too Recent,Competitive Tender
P1713,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2025-02-23,2025-06-23,2025-06-26,Completed,Medium,8,2,6,159000.0,163000.0,3.0,0.025,4.2,Too Recent,Direct Outreach
P0195,C-A-Client-07,A-Client-07,Agriculture,Stakeholder Engagement,2025-02-23,2025-07-23,2025-07-27,Completed,Medium,6,2,4,136900.0,139400.0,4.0,0.018,4.3,Too Recent,Repeat Client
P1196,C-PS-Client-07,PS-Client-07,Public Sector,Market & Social Research,2025-02-24,2025-04-24,2025-04-24,Completed,Medium,8,4,4,68900.0,68900.0,0.0,0.0,4.2,Too Recent,Repeat Client
P1703,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-02-26,2025-07-26,2025-08-24,Completed,High,12,5,7,418100.0,500500.0,29.0,0.197,3.8,Too Recent,Repeat Client
P1709,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Market & Social Research,2025-02-27,2025-05-27,2025-05-28,Completed,Medium,6,3,3,100900.0,101700.0,1.0,0.008,3.8,Too Recent,Repeat Client
P1014,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Political Risk Management,2025-02-27,2025-06-27,2025-06-28,Completed,Medium,5,2,3,126800.0,128100.0,1.0,0.01,4.5,Too Recent,Repeat Client
P0480,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Political Risk Management,2025-02-27,2025-03-27,2025-03-31,Completed,Low,2,1,1,11100.0,11900.0,4.0,0.071,4.0,Too Recent,Repeat Client
P0190,C-A-Client-05,A-Client-05,Agriculture,Stakeholder Engagement,2025-02-27,2025-10-27,2025-10-27,Completed,High,7,2,5,247900.0,247900.0,0.0,0.0,4.1,Too Recent,Referral
P0801,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2025-02-28,2025-03-28,2025-04-10,Completed,Low,3,1,2,17900.0,24900.0,13.0,0.392,3.6,Too Recent,Repeat Client
P1711,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-02-28,2025-03-28,2025-03-31,Completed,Low,3,1,2,14300.0,15500.0,3.0,0.085,4.1,Too Recent,Repeat Client
P1017,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Data Visualization & Analytics,2025-02-28,2025-03-28,2025-03-31,Completed,Low,4,1,3,18600.0,20400.0,3.0,0.097,4.0,Too Recent,Repeat Client
P1195,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2025-02-28,2025-06-28,2025-07-16,Completed,Medium,8,2,6,164500.0,183100.0,18.0,0.113,3.3,Too Recent,Repeat Client
P0488,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Strategic Planning,2025-02-28,2025-07-28,2025-08-10,Completed,Medium,7,3,4,189300.0,202400.0,13.0,0.069,3.9,Too Recent,Referral
P0484,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Strategic Planning,2025-02-28,2025-07-28,2025-08-01,Completed,Medium,6,2,4,193500.0,197400.0,4.0,0.02,3.6,Too Recent,Referral
P0202,C-A-Client-04,A-Client-04,Agriculture,Digital Transformation,2025-03-01,2025-06-01,2025-06-04,Completed,Low,4,1,3,34500.0,35900.0,3.0,0.041,4.4,Too Recent,Repeat Client
P1727,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2025-03-03,2025-07-03,2025-07-05,Completed,Medium,5,1,4,124300.0,126700.0,2.0,0.019,4.3,Too Recent,Direct Outreach
P0494,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2025-03-04,2025-10-04,,Cancelled,High,11,5,6,527500.0,577600.0,,,,N/A,Referral
P0497,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2025-03-05,2025-05-05,2025-05-07,Completed,Low,4,1,3,36200.0,37400.0,2.0,0.034,3.5,Too Recent,Referral
P1367,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Market & Social Research,2025-03-05,2025-06-05,2025-06-06,Completed,Low,3,1,2,23200.0,23400.0,1.0,0.007,4.5,Too Recent,Repeat Client
P0201,C-A-Client-08,A-Client-08,Agriculture,Strategic Planning,2025-03-05,2025-05-05,2025-05-07,Completed,Low,3,1,2,21800.0,22500.0,2.0,0.033,4.8,Too Recent,Referral
P1718,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Stakeholder Engagement,2025-03-06,2025-04-06,2025-04-07,Completed,Low,4,1,3,19200.0,19900.0,1.0,0.035,3.7,Too Recent,Repeat Client
P0203,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2025-03-06,2025-07-06,2025-08-13,Completed,Medium,8,3,5,135800.0,166200.0,38.0,0.224,3.1,Too Recent,Repeat Client
P1020,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Stakeholder Engagement,2025-03-07,2025-05-07,2025-05-09,Completed,Medium,8,2,6,123300.0,126100.0,2.0,0.023,4.2,Too Recent,Repeat Client
P0199,C-A-Client-08,A-Client-08,Agriculture,Digital Transformation,2025-03-07,2025-07-07,2025-07-09,Completed,Medium,8,2,6,133600.0,135100.0,2.0,0.011,3.9,Too Recent,Direct Outreach
P1022,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Political Risk Management,2025-03-08,2025-11-08,2025-11-11,Completed,High,11,5,6,749200.0,757400.0,3.0,0.011,4.5,Too Recent,Referral
P0808,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2025-03-08,2025-06-08,2025-06-23,Completed,Low,2,1,1,29000.0,32700.0,15.0,0.129,3.4,Too Recent,Repeat Client
P0492,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Data Visualization & Analytics,2025-03-10,2025-06-10,2025-06-13,Completed,Low,4,1,3,52400.0,53700.0,3.0,0.024,4.3,Too Recent,Repeat Client
P1717,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2025-03-10,2025-05-10,2025-05-12,Completed,Low,4,1,3,37900.0,39000.0,2.0,0.028,4.0,Too Recent,Referral
P0804,C-E-Client-01,E-Client-01,Energy,Data Visualization & Analytics,2025-03-12,2025-06-12,2025-08-07,Completed,Medium,7,2,5,118900.0,158100.0,56.0,0.33,3.3,Too Recent,Repeat Client
P1726,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Market & Social Research,2025-03-13,2025-08-13,2025-08-15,Completed,Medium,8,2,6,237100.0,239500.0,2.0,0.01,4.4,Too Recent,Competitive Tender
P0491,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2025-03-13,2025-04-13,2025-04-14,Completed,Low,3,1,2,16600.0,17100.0,1.0,0.033,4.6,Too Recent,Repeat Client
P0489,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Market & Social Research,2025-03-13,2025-06-13,2025-06-17,Completed,Low,2,1,1,27900.0,28800.0,4.0,0.033,3.5,Too Recent,Repeat Client
P1722,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2025-03-14,2025-05-14,2025-05-17,Completed,Low,2,1,1,17000.0,18100.0,3.0,0.062,3.7,Too Recent,Repeat Client
P1725,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2025-03-15,2025-04-15,2025-04-18,Completed,Low,3,1,2,14800.0,16100.0,3.0,0.091,4.5,Too Recent,Referral
P0805,C-E-Client-04,E-Client-04,Energy,Data Visualization & Analytics,2025-03-15,2025-08-15,2025-08-17,Completed,Medium,6,2,4,167200.0,168500.0,2.0,0.008,5.0,Too Recent,Competitive Tender
P0200,C-A-Client-05,A-Client-05,Agriculture,Stakeholder Engagement,2025-03-15,2025-04-15,2025-04-17,Completed,Low,2,1,1,7000.0,7400.0,2.0,0.06,4.2,Too Recent,Competitive Tender
P0490,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Data Visualization & Analytics,2025-03-16,2025-07-16,2025-09-11,Completed,Medium,5,2,3,100800.0,137100.0,57.0,0.36,2.7,Too Recent,Referral
P1023,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Data Visualization & Analytics,2025-03-17,2025-06-17,2025-06-29,Completed,Low,2,1,1,32100.0,36100.0,12.0,0.124,4.1,Too Recent,Repeat Client
P1024,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Stakeholder Engagement,2025-03-17,2025-04-17,2025-04-21,Completed,Low,4,2,2,24100.0,25900.0,4.0,0.073,4.1,Too Recent,Repeat Client
P1021,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Political Risk Management,2025-03-18,2025-10-18,2025-10-21,Completed,High,9,2,7,482500.0,490200.0,3.0,0.016,3.7,Too Recent,Repeat Client
P1366,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Data Visualization & Analytics,2025-03-18,2025-07-18,2025-07-19,Completed,Medium,8,4,4,132100.0,133400.0,1.0,0.01,4.9,Too Recent,Repeat Client
P1721,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2025-03-19,2025-07-19,2025-07-21,Completed,Medium,6,3,3,145900.0,148800.0,2.0,0.02,4.2,Too Recent,Referral
P0806,C-E-Client-02,E-Client-02,Energy,Strategic Planning,2025-03-19,2025-05-19,2025-05-19,Completed,Medium,5,1,4,57800.0,57800.0,0.0,0.0,4.9,Too Recent,Competitive Tender
P0496,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2025-03-20,2025-08-20,2025-08-20,Completed,High,10,3,7,379700.0,379700.0,0.0,0.0,4.7,Too Recent,Referral
P1365,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Market & Social Research,2025-03-20,2025-06-20,2025-06-20,Completed,Low,4,1,3,38300.0,38300.0,0.0,0.0,4.3,Too Recent,Referral
P1724,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2025-03-21,2025-06-21,2025-06-23,Completed,Low,4,2,2,56000.0,57000.0,2.0,0.018,4.4,Too Recent,Repeat Client
P1019,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Stakeholder Engagement,2025-03-21,2025-05-21,2025-05-25,Completed,Medium,8,3,5,125300.0,133700.0,4.0,0.067,4.3,Too Recent,Repeat Client
P0493,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Digital Transformation,2025-03-21,2025-09-21,2025-11-03,Completed,High,10,4,6,393600.0,466000.0,43.0,0.184,3.3,Too Recent,Repeat Client
P0807,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2025-03-22,2025-05-22,2025-05-22,Completed,Low,4,1,3,36300.0,36300.0,0.0,0.0,4.4,Too Recent,Referral
P1719,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2025-03-22,2025-10-22,2025-10-26,Completed,High,12,6,6,550500.0,562600.0,4.0,0.022,3.8,Too Recent,Competitive Tender
P0495,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2025-03-22,2025-07-22,2025-10-04,Completed,Medium,4,1,3,100000.0,130700.0,74.0,0.307,3.0,Too Recent,Competitive Tender
P0498,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Market & Social Research,2025-03-23,2025-06-23,2025-06-23,Completed,Low,3,1,2,40600.0,40600.0,0.0,0.0,4.3,Too Recent,Repeat Client
P1018,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Stakeholder Engagement,2025-03-24,2025-05-24,2025-05-28,Completed,Medium,4,1,3,45800.0,48900.0,4.0,0.067,4.5,Too Recent,Direct Outreach
P1723,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Stakeholder Engagement,2025-03-27,2025-06-27,2025-09-06,Completed,Medium,4,1,3,66100.0,88000.0,71.0,0.332,2.5,Too Recent,Repeat Client
P0198,C-A-Client-07,A-Client-07,Agriculture,Strategic Planning,2025-03-28,2025-11-28,2025-11-28,Completed,High,14,6,8,589900.0,589900.0,0.0,0.0,4.1,Too Recent,Referral
P1720,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2025-03-28,2025-06-28,2025-07-02,Completed,Medium,6,2,4,81300.0,85300.0,4.0,0.049,4.1,Too Recent,Repeat Client
P1370,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Strategic Planning,2025-04-02,2025-05-02,2025-05-04,Completed,Low,3,1,2,9700.0,10300.0,2.0,0.064,4.2,Too Recent,Repeat Client
P1369,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Digital Transformation,2025-04-02,2025-05-02,2025-05-05,Completed,Low,2,1,1,6300.0,6800.0,3.0,0.079,4.2,Too Recent,Competitive Tender
P1739,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Political Risk Management,2025-04-02,2025-06-02,2025-06-06,Completed,Medium,6,3,3,64500.0,69100.0,4.0,0.072,4.0,Too Recent,Repeat Client
P1368,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Political Risk Management,2025-04-03,2025-10-03,2025-12-19,Completed,High,12,3,9,312400.0,378300.0,77.0,0.211,3.0,Too Recent,Repeat Client
P0205,C-A-Client-05,A-Client-05,Agriculture,Stakeholder Engagement,2025-04-04,2025-07-04,2025-07-04,Completed,Medium,7,2,5,79200.0,79200.0,0.0,0.0,4.3,Too Recent,Direct Outreach
P1755,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2025-04-04,2025-07-04,2025-07-06,Completed,Medium,4,1,3,56900.0,57900.0,2.0,0.018,4.0,Too Recent,Repeat Client
P1199,C-PS-Client-02,PS-Client-02,Public Sector,Strategic Planning,2025-04-04,2025-07-04,2025-07-12,Completed,Low,4,1,3,42200.0,45900.0,8.0,0.087,4.7,Too Recent,Repeat Client
P1753,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2025-04-04,2025-09-04,2025-11-27,Completed,Medium,4,1,3,112600.0,152600.0,84.0,0.355,2.6,Too Recent,Repeat Client
P1751,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2025-04-05,2025-06-05,,Cancelled,Medium,5,1,4,47500.0,48000.0,,,,N/A,Competitive Tender
P1026,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Data Visualization & Analytics,2025-04-06,2025-09-06,2025-09-09,Completed,High,9,4,5,351900.0,357900.0,3.0,0.017,4.1,Too Recent,Repeat Client
P1749,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2025-04-06,2025-06-06,2025-06-22,Completed,Low,4,2,2,35800.0,41700.0,16.0,0.165,3.4,Too Recent,Competitive Tender
P0812,C-E-Client-03,E-Client-03,Energy,Strategic Planning,2025-04-06,2025-07-06,2025-09-13,Completed,Medium,5,1,4,90100.0,120500.0,69.0,0.337,2.9,Too Recent,Repeat Client
P1743,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2025-04-06,2025-10-06,2025-12-04,Completed,High,9,2,7,352200.0,461700.0,59.0,0.311,3.2,Too Recent,Referral
P1756,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2025-04-07,2025-06-07,2025-06-10,Completed,Low,2,1,1,20400.0,21000.0,3.0,0.031,4.3,Too Recent,Repeat Client
P1737,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Digital Transformation,2025-04-07,2025-07-07,2025-07-11,Completed,Low,3,1,2,42800.0,44000.0,4.0,0.028,3.8,Too Recent,Repeat Client
P0503,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Strategic Planning,2025-04-07,2025-07-07,2025-07-07,Completed,Low,4,2,2,59700.0,59700.0,0.0,0.0,3.8,Too Recent,Competitive Tender
P0208,C-A-Client-05,A-Client-05,Agriculture,Political Risk Management,2025-04-07,2025-07-07,2025-07-26,Completed,Medium,4,1,3,46800.0,54100.0,19.0,0.156,3.5,Too Recent,Repeat Client
P1729,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Data Visualization & Analytics,2025-04-08,2026-01-08,,Ongoing,High,10,5,5,548000.0,,,,,Too Recent,Repeat Client
P1734,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Stakeholder Engagement,2025-04-08,2025-09-08,2025-09-09,Completed,Medium,5,2,3,114900.0,115800.0,1.0,0.008,4.3,Too Recent,Repeat Client
P0207,C-A-Client-03,A-Client-03,Agriculture,Political Risk Management,2025-04-08,2025-09-08,2025-09-12,Completed,Medium,8,4,4,174200.0,179900.0,4.0,0.033,4.2,Too Recent,Referral
P0507,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Strategic Planning,2025-04-09,2025-06-09,2025-06-10,Completed,Medium,5,1,4,59100.0,60000.0,1.0,0.015,4.6,Too Recent,Repeat Client
P1741,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2025-04-09,2025-12-09,2026-01-20,Completed,High,13,4,9,588900.0,663100.0,42.0,0.126,4.0,Too Recent,Referral
P0810,C-E-Client-01,E-Client-01,Energy,Stakeholder Engagement,2025-04-10,2025-05-10,2025-05-12,Completed,Low,3,1,2,17100.0,18400.0,2.0,0.076,4.7,Too Recent,Repeat Client
P1730,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Market & Social Research,2025-04-10,2025-07-10,2025-07-11,Completed,Low,3,1,2,34200.0,34400.0,1.0,0.007,4.1,Too Recent,Repeat Client
P1746,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2025-04-11,2025-05-11,2025-05-13,Completed,Low,2,1,1,7900.0,8400.0,2.0,0.059,4.4,Too Recent,Repeat Client
P0502,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2025-04-11,2025-12-11,2026-01-22,Completed,High,14,5,9,689000.0,760700.0,42.0,0.104,3.7,Too Recent,Repeat Client
P0209,C-A-Client-01,A-Client-01,Agriculture,Data Visualization & Analytics,2025-04-11,2025-07-11,2025-07-14,Completed,Low,3,1,2,28400.0,29200.0,3.0,0.028,4.3,Too Recent,Direct Outreach
P1372,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Digital Transformation,2025-04-12,2025-06-12,2025-06-15,Completed,Low,3,1,2,17000.0,17900.0,3.0,0.054,4.4,Too Recent,Competitive Tender
P1740,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2025-04-12,2025-07-12,2025-07-15,Completed,Low,4,1,3,54300.0,55900.0,3.0,0.03,4.2,Too Recent,Direct Outreach
P0511,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Strategic Planning,2025-04-13,2025-06-13,2025-06-13,Completed,Low,3,1,2,24800.0,24800.0,0.0,0.0,4.3,Too Recent,Competitive Tender
P0508,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2025-04-14,2025-08-14,2025-08-14,Completed,Medium,4,1,3,87900.0,87900.0,0.0,0.0,4.7,Too Recent,Repeat Client
P0809,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2025-04-14,2025-09-14,2025-09-15,Completed,Medium,8,3,5,289500.0,290900.0,1.0,0.005,4.3,Too Recent,Competitive Tender
P1371,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Stakeholder Engagement,2025-04-14,2025-09-14,2025-09-16,Completed,Medium,5,1,4,79800.0,80600.0,2.0,0.01,3.9,Too Recent,Repeat Client
P0813,C-E-Client-07,E-Client-07,Energy,Market & Social Research,2025-04-14,2025-05-14,2025-06-17,Completed,Low,4,2,2,19900.0,30700.0,34.0,0.542,2.3,Too Recent,Repeat Client
P0204,C-A-Client-02,A-Client-02,Agriculture,Political Risk Management,2025-04-14,2025-06-14,2025-07-02,Completed,Medium,5,1,4,33800.0,40300.0,18.0,0.193,3.4,Too Recent,Repeat Client
P1731,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Data Visualization & Analytics,2025-04-14,2025-05-14,2025-05-17,Completed,Low,4,1,3,20100.0,22300.0,3.0,0.107,4.3,Too Recent,Referral
P0506,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Political Risk Management,2025-04-15,2025-07-15,2025-08-10,Completed,Low,3,1,2,46100.0,55700.0,26.0,0.208,3.5,Too Recent,Repeat Client
P1744,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Digital Transformation,2025-04-15,2025-09-15,2025-09-19,Completed,High,8,2,6,285400.0,290500.0,4.0,0.018,3.8,Too Recent,Referral
P1752,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2025-04-16,2025-06-16,2025-06-27,Completed,Low,2,1,1,16100.0,19200.0,11.0,0.19,3.6,Too Recent,Repeat Client
P0509,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Market & Social Research,2025-04-16,2025-08-16,2025-08-20,Completed,High,11,4,7,312200.0,320000.0,4.0,0.025,4.3,Too Recent,Repeat Client
P1736,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Digital Transformation,2025-04-16,2025-05-16,2025-05-16,Completed,Low,3,1,2,14600.0,14600.0,0.0,0.0,4.9,Too Recent,Repeat Client
P0504,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2025-04-17,2025-11-17,2026-02-17,Completed,High,7,2,5,326000.0,435900.0,92.0,0.337,2.8,Too Recent,Direct Outreach
P0505,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Stakeholder Engagement,2025-04-17,2025-11-17,2025-11-20,Completed,High,14,7,7,600500.0,606500.0,3.0,0.01,4.1,Too Recent,Competitive Tender
P1745,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Strategic Planning,2025-04-17,2025-11-17,2025-11-20,Completed,High,9,3,6,463300.0,467900.0,3.0,0.01,4.5,Too Recent,Repeat Client
P1750,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Market & Social Research,2025-04-18,2026-01-18,,Ongoing,High,14,4,10,752500.0,,,,,Too Recent,Repeat Client
P0811,C-E-Client-08,E-Client-08,Energy,Market & Social Research,2025-04-19,2025-07-19,2025-09-27,Completed,Medium,4,2,2,85700.0,114000.0,70.0,0.33,2.8,Too Recent,Repeat Client
P1748,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Political Risk Management,2025-04-20,2025-10-20,2025-10-24,Completed,High,15,4,11,572100.0,580700.0,4.0,0.015,4.1,Too Recent,Referral
P1738,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2025-04-20,2025-08-20,2025-08-23,Completed,Medium,4,1,3,87800.0,89900.0,3.0,0.024,3.4,Too Recent,Repeat Client
P1742,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Stakeholder Engagement,2025-04-22,2025-08-22,2025-08-24,Completed,Medium,5,1,4,112600.0,114600.0,2.0,0.018,4.5,Too Recent,Repeat Client
P1735,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2025-04-22,2026-01-22,,Ongoing,High,14,4,10,816600.0,,,,,Too Recent,Repeat Client
P1025,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Political Risk Management,2025-04-22,2025-07-22,2025-08-25,Completed,Medium,8,2,6,185200.0,234500.0,34.0,0.266,3.0,Too Recent,Repeat Client
P0499,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Stakeholder Engagement,2025-04-22,2025-06-22,2025-06-26,Completed,Medium,8,4,4,102400.0,108900.0,4.0,0.063,4.7,Too Recent,Repeat Client
P0512,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2025-04-22,2026-01-22,,Ongoing,High,15,3,12,821800.0,,,,,Too Recent,Referral
